timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 15:41:17.851, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17953 MiB, 318.87 W
2026/01/03 15:41:18.854, NVIDIA GeForce RTX 4090, 60 %, 40 %, 17455 MiB, 268.85 W
2026/01/03 15:41:19.856, NVIDIA GeForce RTX 4090, 79 %, 62 %, 17839 MiB, 293.57 W
2026/01/03 15:41:20.858, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18067 MiB, 307.88 W
2026/01/03 15:41:21.861, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18063 MiB, 284.01 W
2026/01/03 15:41:22.863, NVIDIA GeForce RTX 4090, 81 %, 9 %, 17823 MiB, 254.94 W
2026/01/03 15:41:23.866, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17431 MiB, 312.46 W
2026/01/03 15:41:24.869, NVIDIA GeForce RTX 4090, 89 %, 86 %, 18043 MiB, 290.57 W
2026/01/03 15:41:25.871, NVIDIA GeForce RTX 4090, 88 %, 61 %, 18005 MiB, 286.31 W
2026/01/03 15:41:26.873, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18005 MiB, 286.98 W
2026/01/03 15:41:27.876, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17429 MiB, 273.82 W
2026/01/03 15:41:28.880, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18071 MiB, 292.32 W
2026/01/03 15:41:29.882, NVIDIA GeForce RTX 4090, 97 %, 38 %, 18001 MiB, 287.60 W
2026/01/03 15:41:30.884, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18001 MiB, 275.34 W
2026/01/03 15:41:31.886, NVIDIA GeForce RTX 4090, 81 %, 50 %, 17829 MiB, 271.56 W
2026/01/03 15:41:32.888, NVIDIA GeForce RTX 4090, 73 %, 35 %, 17819 MiB, 285.76 W
2026/01/03 15:41:33.890, NVIDIA GeForce RTX 4090, 95 %, 25 %, 17927 MiB, 302.39 W
2026/01/03 15:41:34.892, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17938 MiB, 314.05 W
2026/01/03 15:41:35.896, NVIDIA GeForce RTX 4090, 86 %, 49 %, 17455 MiB, 300.53 W
2026/01/03 15:41:36.899, NVIDIA GeForce RTX 4090, 78 %, 46 %, 17843 MiB, 279.77 W
2026/01/03 15:41:37.923, NVIDIA GeForce RTX 4090, 86 %, 11 %, 17951 MiB, 292.32 W
2026/01/03 15:41:38.927, NVIDIA GeForce RTX 4090, 73 %, 40 %, 17834 MiB, 266.80 W
2026/01/03 15:41:39.930, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17951 MiB, 309.71 W
2026/01/03 15:41:40.931, NVIDIA GeForce RTX 4090, 95 %, 25 %, 17949 MiB, 316.32 W
2026/01/03 15:41:41.934, NVIDIA GeForce RTX 4090, 96 %, 46 %, 17949 MiB, 300.49 W
2026/01/03 15:41:42.937, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17451 MiB, 293.23 W
2026/01/03 15:41:43.941, NVIDIA GeForce RTX 4090, 70 %, 35 %, 17451 MiB, 279.27 W
2026/01/03 15:41:44.943, NVIDIA GeForce RTX 4090, 70 %, 47 %, 17839 MiB, 286.63 W
2026/01/03 15:41:45.945, NVIDIA GeForce RTX 4090, 89 %, 12 %, 17861 MiB, 297.90 W
2026/01/03 15:41:46.948, NVIDIA GeForce RTX 4090, 75 %, 15 %, 17951 MiB, 298.60 W
2026/01/03 15:41:50.882, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17946 MiB, 307.00 W
2026/01/03 15:41:51.885, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17946 MiB, 313.76 W
2026/01/03 15:41:52.887, NVIDIA GeForce RTX 4090, 95 %, 61 %, 17953 MiB, 297.41 W
2026/01/03 15:41:53.889, NVIDIA GeForce RTX 4090, 96 %, 41 %, 17455 MiB, 304.10 W
2026/01/03 15:41:54.900, NVIDIA GeForce RTX 4090, 78 %, 38 %, 17451 MiB, 288.26 W
2026/01/03 15:41:55.902, NVIDIA GeForce RTX 4090, 77 %, 29 %, 17839 MiB, 297.76 W
2026/01/03 15:41:56.905, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17955 MiB, 314.59 W
2026/01/03 15:41:57.912, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17953 MiB, 310.11 W
2026/01/03 15:41:58.915, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17455 MiB, 306.71 W
2026/01/03 15:41:59.917, NVIDIA GeForce RTX 4090, 78 %, 33 %, 17839 MiB, 279.99 W
2026/01/03 15:42:00.919, NVIDIA GeForce RTX 4090, 79 %, 29 %, 17967 MiB, 296.19 W
2026/01/03 15:42:01.921, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17953 MiB, 296.28 W
2026/01/03 15:42:02.923, NVIDIA GeForce RTX 4090, 86 %, 12 %, 17953 MiB, 300.77 W
2026/01/03 15:42:03.925, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17953 MiB, 301.13 W
2026/01/03 15:42:04.928, NVIDIA GeForce RTX 4090, 78 %, 20 %, 17949 MiB, 286.17 W
2026/01/03 15:42:05.930, NVIDIA GeForce RTX 4090, 97 %, 21 %, 17948 MiB, 301.42 W
2026/01/03 15:42:06.932, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17955 MiB, 313.08 W
2026/01/03 15:42:07.942, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17817 MiB, 304.43 W
2026/01/03 15:42:08.946, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17451 MiB, 298.93 W
2026/01/03 15:42:09.949, NVIDIA GeForce RTX 4090, 79 %, 40 %, 17450 MiB, 302.43 W
2026/01/03 15:42:10.952, NVIDIA GeForce RTX 4090, 79 %, 37 %, 17843 MiB, 290.20 W
2026/01/03 15:42:11.958, NVIDIA GeForce RTX 4090, 96 %, 30 %, 17955 MiB, 313.69 W
2026/01/03 15:42:12.960, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17953 MiB, 302.26 W
2026/01/03 15:42:13.962, NVIDIA GeForce RTX 4090, 77 %, 38 %, 17450 MiB, 286.43 W
2026/01/03 15:42:14.965, NVIDIA GeForce RTX 4090, 77 %, 35 %, 17836 MiB, 289.11 W
2026/01/03 15:42:16.009, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17955 MiB, 314.37 W
2026/01/03 15:42:17.014, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17623 MiB, 299.34 W
2026/01/03 15:42:18.016, NVIDIA GeForce RTX 4090, 80 %, 45 %, 17455 MiB, 290.23 W
2026/01/03 15:42:19.020, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17451 MiB, 296.50 W
2026/01/03 15:42:20.024, NVIDIA GeForce RTX 4090, 77 %, 18 %, 17835 MiB, 285.80 W
2026/01/03 15:42:21.026, NVIDIA GeForce RTX 4090, 58 %, 33 %, 17861 MiB, 285.35 W
2026/01/03 15:42:22.033, NVIDIA GeForce RTX 4090, 81 %, 52 %, 17955 MiB, 308.67 W
2026/01/03 15:42:25.967, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17949 MiB, 294.85 W
2026/01/03 15:42:26.968, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17951 MiB, 286.90 W
2026/01/03 15:42:27.971, NVIDIA GeForce RTX 4090, 84 %, 10 %, 17949 MiB, 280.06 W
2026/01/03 15:42:28.973, NVIDIA GeForce RTX 4090, 79 %, 25 %, 17955 MiB, 306.91 W
2026/01/03 15:42:29.975, NVIDIA GeForce RTX 4090, 95 %, 20 %, 17973 MiB, 292.14 W
2026/01/03 15:42:30.976, NVIDIA GeForce RTX 4090, 73 %, 21 %, 17953 MiB, 288.80 W
2026/01/03 15:42:31.979, NVIDIA GeForce RTX 4090, 75 %, 6 %, 17855 MiB, 285.22 W
2026/01/03 15:42:32.981, NVIDIA GeForce RTX 4090, 71 %, 23 %, 17967 MiB, 299.34 W
2026/01/03 15:42:33.984, NVIDIA GeForce RTX 4090, 65 %, 4 %, 17843 MiB, 277.65 W
2026/01/03 15:42:34.986, NVIDIA GeForce RTX 4090, 73 %, 42 %, 17843 MiB, 295.51 W
2026/01/03 15:42:35.989, NVIDIA GeForce RTX 4090, 88 %, 12 %, 17836 MiB, 295.65 W
2026/01/03 15:42:36.991, NVIDIA GeForce RTX 4090, 76 %, 12 %, 17948 MiB, 297.67 W
2026/01/03 15:42:37.993, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17946 MiB, 290.81 W
2026/01/03 15:42:38.996, NVIDIA GeForce RTX 4090, 79 %, 9 %, 17951 MiB, 294.40 W
2026/01/03 15:42:39.998, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17955 MiB, 302.04 W
2026/01/03 15:42:41.006, NVIDIA GeForce RTX 4090, 90 %, 17 %, 17953 MiB, 280.55 W
2026/01/03 15:42:42.008, NVIDIA GeForce RTX 4090, 91 %, 30 %, 17968 MiB, 284.45 W
2026/01/03 15:42:43.010, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17968 MiB, 284.58 W
2026/01/03 15:42:44.012, NVIDIA GeForce RTX 4090, 93 %, 27 %, 17971 MiB, 287.98 W
2026/01/03 15:42:45.031, NVIDIA GeForce RTX 4090, 82 %, 9 %, 17971 MiB, 291.27 W
2026/01/03 15:42:46.033, NVIDIA GeForce RTX 4090, 95 %, 28 %, 17965 MiB, 288.97 W
2026/01/03 15:42:47.036, NVIDIA GeForce RTX 4090, 95 %, 19 %, 17970 MiB, 303.53 W
2026/01/03 15:42:48.039, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17970 MiB, 303.62 W
2026/01/03 15:42:49.044, NVIDIA GeForce RTX 4090, 95 %, 37 %, 17975 MiB, 302.75 W
2026/01/03 15:42:50.048, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17973 MiB, 307.39 W
2026/01/03 15:42:51.051, NVIDIA GeForce RTX 4090, 96 %, 47 %, 17459 MiB, 299.64 W
2026/01/03 15:42:52.054, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17450 MiB, 302.72 W
2026/01/03 15:42:53.063, NVIDIA GeForce RTX 4090, 75 %, 41 %, 17839 MiB, 287.71 W
2026/01/03 15:42:54.066, NVIDIA GeForce RTX 4090, 79 %, 52 %, 17839 MiB, 289.98 W
2026/01/03 15:42:55.070, NVIDIA GeForce RTX 4090, 75 %, 26 %, 17838 MiB, 295.14 W
2026/01/03 15:42:56.075, NVIDIA GeForce RTX 4090, 92 %, 76 %, 17450 MiB, 302.39 W
2026/01/03 15:42:57.079, NVIDIA GeForce RTX 4090, 79 %, 18 %, 17839 MiB, 284.31 W
2026/01/03 15:42:58.082, NVIDIA GeForce RTX 4090, 76 %, 13 %, 17953 MiB, 303.06 W
2026/01/03 15:43:02.023, NVIDIA GeForce RTX 4090, 95 %, 15 %, 17951 MiB, 278.59 W
2026/01/03 15:43:03.026, NVIDIA GeForce RTX 4090, 80 %, 60 %, 17863 MiB, 296.28 W
2026/01/03 15:43:04.029, NVIDIA GeForce RTX 4090, 74 %, 10 %, 17835 MiB, 289.05 W
2026/01/03 15:43:05.031, NVIDIA GeForce RTX 4090, 77 %, 11 %, 17947 MiB, 299.26 W
2026/01/03 15:43:06.033, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17955 MiB, 313.66 W
2026/01/03 15:43:07.036, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17455 MiB, 299.27 W
2026/01/03 15:43:08.039, NVIDIA GeForce RTX 4090, 69 %, 36 %, 17449 MiB, 281.79 W
2026/01/03 15:43:09.042, NVIDIA GeForce RTX 4090, 84 %, 32 %, 17947 MiB, 303.83 W
2026/01/03 15:43:10.045, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17949 MiB, 275.98 W
2026/01/03 15:43:11.047, NVIDIA GeForce RTX 4090, 78 %, 42 %, 17841 MiB, 285.01 W
2026/01/03 15:43:12.050, NVIDIA GeForce RTX 4090, 72 %, 55 %, 17457 MiB, 305.53 W
2026/01/03 15:43:13.059, NVIDIA GeForce RTX 4090, 96 %, 43 %, 17953 MiB, 307.57 W
2026/01/03 15:43:14.063, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17945 MiB, 295.41 W
2026/01/03 15:43:15.072, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17399 MiB, 266.84 W
2026/01/03 15:43:16.075, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17399 MiB, 98.33 W
2026/01/03 15:43:17.086, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17399 MiB, 72.99 W
2026/01/03 15:43:19.732, NVIDIA GeForce RTX 4090, 77 %, 73 %, 17839 MiB, 190.44 W
2026/01/03 15:43:20.735, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17951 MiB, 306.57 W
2026/01/03 15:43:21.738, NVIDIA GeForce RTX 4090, 76 %, 57 %, 17834 MiB, 254.39 W
2026/01/03 15:43:22.741, NVIDIA GeForce RTX 4090, 80 %, 53 %, 17951 MiB, 312.56 W
2026/01/03 15:43:23.743, NVIDIA GeForce RTX 4090, 96 %, 20 %, 17953 MiB, 282.43 W
2026/01/03 15:43:24.755, NVIDIA GeForce RTX 4090, 96 %, 25 %, 17955 MiB, 277.92 W
2026/01/03 15:43:25.758, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17405 MiB, 174.92 W
2026/01/03 15:43:26.764, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17404 MiB, 83.72 W
2026/01/03 15:43:27.767, NVIDIA GeForce RTX 4090, 7 %, 1 %, 17449 MiB, 49.06 W
2026/01/03 15:43:28.770, NVIDIA GeForce RTX 4090, 92 %, 57 %, 17435 MiB, 294.46 W
2026/01/03 15:43:29.772, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17953 MiB, 295.54 W
2026/01/03 15:43:30.780, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17953 MiB, 277.07 W
2026/01/03 15:43:31.784, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17948 MiB, 304.61 W
2026/01/03 15:43:32.789, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17948 MiB, 270.09 W
2026/01/03 15:43:36.720, NVIDIA GeForce RTX 4090, 74 %, 54 %, 17838 MiB, 286.83 W
2026/01/03 15:43:37.723, NVIDIA GeForce RTX 4090, 81 %, 77 %, 17455 MiB, 314.60 W
2026/01/03 15:43:38.728, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17957 MiB, 317.10 W
2026/01/03 15:43:39.732, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17953 MiB, 282.37 W
2026/01/03 15:43:40.739, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17950 MiB, 298.82 W
2026/01/03 15:43:41.741, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17966 MiB, 282.34 W
2026/01/03 15:43:42.743, NVIDIA GeForce RTX 4090, 78 %, 25 %, 17843 MiB, 274.25 W
2026/01/03 15:43:43.746, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17971 MiB, 304.49 W
2026/01/03 15:43:44.754, NVIDIA GeForce RTX 4090, 96 %, 27 %, 17973 MiB, 310.92 W
2026/01/03 15:43:45.756, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17949 MiB, 297.59 W
2026/01/03 15:43:46.760, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17949 MiB, 302.76 W
2026/01/03 15:43:47.765, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17402 MiB, 300.66 W
2026/01/03 15:43:48.768, NVIDIA GeForce RTX 4090, 96 %, 47 %, 17455 MiB, 291.06 W
2026/01/03 15:43:49.772, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17455 MiB, 291.31 W
2026/01/03 15:43:50.774, NVIDIA GeForce RTX 4090, 74 %, 46 %, 17451 MiB, 283.71 W
2026/01/03 15:43:51.777, NVIDIA GeForce RTX 4090, 79 %, 52 %, 17836 MiB, 284.68 W
2026/01/03 15:43:52.779, NVIDIA GeForce RTX 4090, 94 %, 14 %, 17953 MiB, 297.31 W
2026/01/03 15:43:53.785, NVIDIA GeForce RTX 4090, 75 %, 67 %, 17841 MiB, 289.14 W
2026/01/03 15:43:54.786, NVIDIA GeForce RTX 4090, 67 %, 60 %, 17451 MiB, 308.72 W
2026/01/03 15:43:55.788, NVIDIA GeForce RTX 4090, 96 %, 48 %, 17951 MiB, 305.17 W
2026/01/03 15:43:56.792, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17951 MiB, 265.99 W
2026/01/03 15:43:57.795, NVIDIA GeForce RTX 4090, 82 %, 79 %, 17455 MiB, 288.69 W
2026/01/03 15:43:58.797, NVIDIA GeForce RTX 4090, 91 %, 78 %, 17455 MiB, 319.59 W
2026/01/03 15:43:59.800, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17953 MiB, 294.76 W
2026/01/03 15:44:00.818, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17857 MiB, 267.79 W
2026/01/03 15:44:01.820, NVIDIA GeForce RTX 4090, 90 %, 76 %, 17401 MiB, 312.11 W
2026/01/03 15:44:02.825, NVIDIA GeForce RTX 4090, 95 %, 52 %, 17969 MiB, 295.70 W
2026/01/03 15:44:03.830, NVIDIA GeForce RTX 4090, 95 %, 38 %, 17960 MiB, 295.28 W
2026/01/03 15:44:04.832, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17843 MiB, 264.75 W
2026/01/03 15:44:05.839, NVIDIA GeForce RTX 4090, 80 %, 13 %, 17953 MiB, 287.59 W
2026/01/03 15:44:06.843, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17949 MiB, 307.69 W
2026/01/03 15:44:07.866, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17949 MiB, 301.50 W
2026/01/03 15:44:11.809, NVIDIA GeForce RTX 4090, 77 %, 45 %, 17455 MiB, 284.41 W
2026/01/03 15:44:12.811, NVIDIA GeForce RTX 4090, 78 %, 44 %, 17455 MiB, 281.11 W
2026/01/03 15:44:13.814, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17842 MiB, 302.10 W
2026/01/03 15:44:14.818, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17950 MiB, 307.83 W
2026/01/03 15:44:15.822, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17950 MiB, 305.30 W
2026/01/03 15:44:16.829, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17429 MiB, 307.92 W
2026/01/03 15:44:17.832, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17455 MiB, 294.37 W
2026/01/03 15:44:18.834, NVIDIA GeForce RTX 4090, 68 %, 30 %, 17838 MiB, 282.24 W
2026/01/03 15:44:19.842, NVIDIA GeForce RTX 4090, 70 %, 43 %, 17838 MiB, 287.81 W
2026/01/03 15:44:20.844, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17950 MiB, 308.68 W
2026/01/03 15:44:21.848, NVIDIA GeForce RTX 4090, 61 %, 2 %, 17955 MiB, 281.94 W
2026/01/03 15:44:22.853, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17949 MiB, 284.00 W
2026/01/03 15:44:23.860, NVIDIA GeForce RTX 4090, 64 %, 43 %, 17843 MiB, 279.08 W
2026/01/03 15:44:24.862, NVIDIA GeForce RTX 4090, 64 %, 43 %, 17450 MiB, 284.23 W
2026/01/03 15:44:25.868, NVIDIA GeForce RTX 4090, 90 %, 43 %, 17450 MiB, 293.51 W
2026/01/03 15:44:26.871, NVIDIA GeForce RTX 4090, 88 %, 55 %, 17405 MiB, 289.92 W
2026/01/03 15:44:27.875, NVIDIA GeForce RTX 4090, 95 %, 37 %, 17405 MiB, 310.19 W
2026/01/03 15:44:28.879, NVIDIA GeForce RTX 4090, 92 %, 43 %, 17955 MiB, 287.47 W
2026/01/03 15:44:29.881, NVIDIA GeForce RTX 4090, 84 %, 16 %, 17951 MiB, 265.16 W
2026/01/03 15:44:30.885, NVIDIA GeForce RTX 4090, 84 %, 13 %, 17839 MiB, 265.10 W
2026/01/03 15:44:31.889, NVIDIA GeForce RTX 4090, 62 %, 37 %, 17843 MiB, 283.32 W
2026/01/03 15:44:32.892, NVIDIA GeForce RTX 4090, 64 %, 17 %, 17455 MiB, 289.64 W
2026/01/03 15:44:33.894, NVIDIA GeForce RTX 4090, 70 %, 47 %, 17455 MiB, 292.01 W
2026/01/03 15:44:34.896, NVIDIA GeForce RTX 4090, 78 %, 26 %, 17450 MiB, 287.20 W
2026/01/03 15:44:35.898, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17400 MiB, 182.07 W
2026/01/03 15:44:36.904, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17944 MiB, 258.21 W
2026/01/03 15:44:37.915, NVIDIA GeForce RTX 4090, 87 %, 24 %, 17955 MiB, 277.85 W
2026/01/03 15:44:38.918, NVIDIA GeForce RTX 4090, 92 %, 34 %, 17955 MiB, 280.48 W
2026/01/03 15:44:39.929, NVIDIA GeForce RTX 4090, 83 %, 14 %, 17953 MiB, 278.27 W
2026/01/03 15:44:40.931, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17947 MiB, 303.59 W
2026/01/03 15:44:41.934, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17401 MiB, 135.97 W
2026/01/03 15:44:42.940, NVIDIA GeForce RTX 4090, 0 %, 0 %, 17399 MiB, 74.33 W
2026/01/03 15:44:46.873, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17935 MiB, 174.00 W
2026/01/03 15:44:47.877, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17955 MiB, 293.48 W
2026/01/03 15:44:48.887, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17953 MiB, 304.18 W
2026/01/03 15:44:49.893, NVIDIA GeForce RTX 4090, 86 %, 20 %, 17953 MiB, 279.98 W
2026/01/03 15:44:50.897, NVIDIA GeForce RTX 4090, 95 %, 41 %, 17401 MiB, 300.10 W
2026/01/03 15:44:51.901, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17451 MiB, 283.88 W
2026/01/03 15:44:52.904, NVIDIA GeForce RTX 4090, 76 %, 33 %, 17839 MiB, 278.84 W
2026/01/03 15:44:53.905, NVIDIA GeForce RTX 4090, 54 %, 32 %, 17839 MiB, 277.91 W
2026/01/03 15:44:54.912, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17955 MiB, 306.02 W
2026/01/03 15:44:55.915, NVIDIA GeForce RTX 4090, 96 %, 15 %, 17951 MiB, 292.60 W
2026/01/03 15:44:56.923, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17401 MiB, 309.25 W
2026/01/03 15:44:57.930, NVIDIA GeForce RTX 4090, 96 %, 41 %, 17457 MiB, 292.11 W
2026/01/03 15:44:58.932, NVIDIA GeForce RTX 4090, 79 %, 29 %, 17839 MiB, 280.04 W
2026/01/03 15:44:59.934, NVIDIA GeForce RTX 4090, 79 %, 25 %, 17951 MiB, 298.99 W
2026/01/03 15:45:00.938, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17951 MiB, 304.71 W
2026/01/03 15:45:01.941, NVIDIA GeForce RTX 4090, 94 %, 30 %, 17955 MiB, 312.19 W
2026/01/03 15:45:02.944, NVIDIA GeForce RTX 4090, 87 %, 49 %, 17429 MiB, 289.44 W
2026/01/03 15:45:03.974, NVIDIA GeForce RTX 4090, 95 %, 51 %, 17455 MiB, 280.55 W
2026/01/03 15:45:04.977, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17834 MiB, 287.66 W
2026/01/03 15:45:05.982, NVIDIA GeForce RTX 4090, 73 %, 5 %, 17950 MiB, 299.25 W
2026/01/03 15:45:06.991, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17951 MiB, 315.47 W
2026/01/03 15:45:07.997, NVIDIA GeForce RTX 4090, 95 %, 33 %, 17955 MiB, 291.48 W
2026/01/03 15:45:09.002, NVIDIA GeForce RTX 4090, 75 %, 42 %, 17454 MiB, 288.27 W
2026/01/03 15:45:10.005, NVIDIA GeForce RTX 4090, 84 %, 48 %, 17449 MiB, 279.47 W
2026/01/03 15:45:11.008, NVIDIA GeForce RTX 4090, 81 %, 9 %, 17837 MiB, 286.33 W
2026/01/03 15:45:12.010, NVIDIA GeForce RTX 4090, 69 %, 13 %, 17845 MiB, 289.26 W
2026/01/03 15:45:13.015, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17955 MiB, 305.73 W
2026/01/03 15:45:14.028, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17949 MiB, 316.15 W
2026/01/03 15:45:15.037, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17400 MiB, 289.39 W
2026/01/03 15:45:16.040, NVIDIA GeForce RTX 4090, 96 %, 51 %, 17455 MiB, 280.38 W
2026/01/03 15:45:17.044, NVIDIA GeForce RTX 4090, 70 %, 8 %, 17843 MiB, 279.38 W
2026/01/03 15:45:18.053, NVIDIA GeForce RTX 4090, 68 %, 20 %, 17841 MiB, 299.24 W
2026/01/03 15:45:21.996, NVIDIA GeForce RTX 4090, 95 %, 32 %, 17951 MiB, 301.14 W
2026/01/03 15:45:22.998, NVIDIA GeForce RTX 4090, 95 %, 28 %, 17969 MiB, 303.27 W
2026/01/03 15:45:24.001, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17955 MiB, 292.56 W
2026/01/03 15:45:25.014, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17953 MiB, 284.89 W
2026/01/03 15:45:26.019, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17953 MiB, 255.50 W
2026/01/03 15:45:27.036, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17950 MiB, 300.88 W
2026/01/03 15:45:28.041, NVIDIA GeForce RTX 4090, 91 %, 45 %, 17946 MiB, 286.36 W
2026/01/03 15:45:29.044, NVIDIA GeForce RTX 4090, 89 %, 42 %, 17455 MiB, 281.74 W
2026/01/03 15:45:30.046, NVIDIA GeForce RTX 4090, 95 %, 41 %, 17455 MiB, 279.25 W
2026/01/03 15:45:31.056, NVIDIA GeForce RTX 4090, 59 %, 40 %, 17683 MiB, 287.81 W
2026/01/03 15:45:32.065, NVIDIA GeForce RTX 4090, 85 %, 53 %, 17835 MiB, 286.73 W
2026/01/03 15:45:33.066, NVIDIA GeForce RTX 4090, 66 %, 32 %, 17839 MiB, 283.72 W
2026/01/03 15:45:34.068, NVIDIA GeForce RTX 4090, 84 %, 56 %, 17455 MiB, 292.35 W
2026/01/03 15:45:35.071, NVIDIA GeForce RTX 4090, 85 %, 54 %, 17455 MiB, 291.40 W
2026/01/03 15:45:36.075, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17405 MiB, 279.64 W
2026/01/03 15:45:37.078, NVIDIA GeForce RTX 4090, 61 %, 2 %, 17857 MiB, 197.80 W
2026/01/03 15:45:38.080, NVIDIA GeForce RTX 4090, 83 %, 59 %, 17826 MiB, 294.14 W
2026/01/03 15:45:39.082, NVIDIA GeForce RTX 4090, 58 %, 33 %, 17455 MiB, 289.35 W
2026/01/03 15:45:40.086, NVIDIA GeForce RTX 4090, 92 %, 44 %, 17455 MiB, 292.34 W
2026/01/03 15:45:41.088, NVIDIA GeForce RTX 4090, 85 %, 66 %, 17948 MiB, 300.52 W
2026/01/03 15:45:42.090, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17948 MiB, 270.34 W
2026/01/03 15:45:43.092, NVIDIA GeForce RTX 4090, 81 %, 78 %, 17948 MiB, 288.60 W
2026/01/03 15:45:44.096, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17953 MiB, 290.47 W
