timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 16:18:03.422, NVIDIA GeForce RTX 4090, 91 %, 84 %, 17413 MiB, 307.80 W
2026/01/03 16:18:04.424, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17463 MiB, 299.63 W
2026/01/03 16:18:05.427, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17956 MiB, 315.08 W
2026/01/03 16:18:06.429, NVIDIA GeForce RTX 4090, 82 %, 10 %, 17956 MiB, 276.38 W
2026/01/03 16:18:07.431, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17950 MiB, 312.41 W
2026/01/03 16:18:08.434, NVIDIA GeForce RTX 4090, 82 %, 13 %, 17963 MiB, 282.79 W
2026/01/03 16:18:12.373, NVIDIA GeForce RTX 4090, 79 %, 20 %, 17851 MiB, 287.76 W
2026/01/03 16:18:13.375, NVIDIA GeForce RTX 4090, 94 %, 69 %, 17459 MiB, 316.70 W
2026/01/03 16:18:14.381, NVIDIA GeForce RTX 4090, 94 %, 67 %, 17959 MiB, 304.65 W
2026/01/03 16:18:15.382, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17956 MiB, 285.57 W
2026/01/03 16:18:16.384, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17963 MiB, 295.50 W
2026/01/03 16:18:17.386, NVIDIA GeForce RTX 4090, 97 %, 16 %, 17981 MiB, 287.35 W
2026/01/03 16:18:18.388, NVIDIA GeForce RTX 4090, 77 %, 42 %, 17958 MiB, 293.08 W
2026/01/03 16:18:19.393, NVIDIA GeForce RTX 4090, 97 %, 21 %, 17975 MiB, 303.71 W
2026/01/03 16:18:20.396, NVIDIA GeForce RTX 4090, 94 %, 15 %, 17975 MiB, 307.70 W
2026/01/03 16:18:21.398, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17962 MiB, 310.66 W
2026/01/03 16:18:22.400, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17963 MiB, 297.78 W
2026/01/03 16:18:23.403, NVIDIA GeForce RTX 4090, 93 %, 46 %, 17413 MiB, 291.54 W
2026/01/03 16:18:24.407, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17457 MiB, 292.21 W
2026/01/03 16:18:25.413, NVIDIA GeForce RTX 4090, 80 %, 46 %, 17457 MiB, 304.71 W
2026/01/03 16:18:26.416, NVIDIA GeForce RTX 4090, 82 %, 53 %, 17851 MiB, 286.86 W
2026/01/03 16:18:27.418, NVIDIA GeForce RTX 4090, 79 %, 14 %, 17849 MiB, 289.85 W
2026/01/03 16:18:28.419, NVIDIA GeForce RTX 4090, 76 %, 19 %, 17961 MiB, 302.21 W
2026/01/03 16:18:29.424, NVIDIA GeForce RTX 4090, 66 %, 28 %, 17459 MiB, 284.98 W
2026/01/03 16:18:30.430, NVIDIA GeForce RTX 4090, 87 %, 55 %, 17409 MiB, 307.43 W
2026/01/03 16:18:31.439, NVIDIA GeForce RTX 4090, 94 %, 51 %, 17963 MiB, 295.36 W
2026/01/03 16:18:32.442, NVIDIA GeForce RTX 4090, 74 %, 44 %, 17851 MiB, 252.33 W
2026/01/03 16:18:33.443, NVIDIA GeForce RTX 4090, 77 %, 74 %, 17417 MiB, 312.23 W
2026/01/03 16:18:34.445, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17957 MiB, 291.82 W
2026/01/03 16:18:35.450, NVIDIA GeForce RTX 4090, 81 %, 10 %, 17843 MiB, 254.87 W
2026/01/03 16:18:36.452, NVIDIA GeForce RTX 4090, 85 %, 61 %, 17947 MiB, 310.32 W
2026/01/03 16:18:37.455, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17963 MiB, 290.24 W
2026/01/03 16:18:38.460, NVIDIA GeForce RTX 4090, 61 %, 57 %, 17463 MiB, 259.94 W
2026/01/03 16:18:39.464, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17957 MiB, 301.50 W
2026/01/03 16:18:40.466, NVIDIA GeForce RTX 4090, 87 %, 17 %, 17958 MiB, 256.00 W
2026/01/03 16:18:41.467, NVIDIA GeForce RTX 4090, 76 %, 64 %, 17458 MiB, 272.05 W
2026/01/03 16:18:42.470, NVIDIA GeForce RTX 4090, 78 %, 19 %, 17833 MiB, 283.60 W
2026/01/03 16:18:43.473, NVIDIA GeForce RTX 4090, 75 %, 33 %, 17851 MiB, 292.21 W
2026/01/03 16:18:47.402, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17963 MiB, 292.06 W
2026/01/03 16:18:48.404, NVIDIA GeForce RTX 4090, 90 %, 13 %, 17963 MiB, 293.67 W
2026/01/03 16:18:49.408, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17958 MiB, 306.29 W
2026/01/03 16:18:50.410, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 292.73 W
2026/01/03 16:18:51.417, NVIDIA GeForce RTX 4090, 77 %, 39 %, 17463 MiB, 283.88 W
2026/01/03 16:18:52.420, NVIDIA GeForce RTX 4090, 74 %, 36 %, 17851 MiB, 286.56 W
2026/01/03 16:18:53.423, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17957 MiB, 300.55 W
2026/01/03 16:18:54.426, NVIDIA GeForce RTX 4090, 95 %, 19 %, 17958 MiB, 305.65 W
2026/01/03 16:18:55.429, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17963 MiB, 307.68 W
2026/01/03 16:18:56.432, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17463 MiB, 293.02 W
2026/01/03 16:18:57.436, NVIDIA GeForce RTX 4090, 78 %, 35 %, 17457 MiB, 284.85 W
2026/01/03 16:18:58.438, NVIDIA GeForce RTX 4090, 75 %, 56 %, 17457 MiB, 291.86 W
2026/01/03 16:18:59.441, NVIDIA GeForce RTX 4090, 68 %, 32 %, 17457 MiB, 292.56 W
2026/01/03 16:19:00.447, NVIDIA GeForce RTX 4090, 74 %, 56 %, 17463 MiB, 295.16 W
2026/01/03 16:19:01.452, NVIDIA GeForce RTX 4090, 96 %, 48 %, 17463 MiB, 294.97 W
2026/01/03 16:19:02.454, NVIDIA GeForce RTX 4090, 88 %, 61 %, 17458 MiB, 294.68 W
2026/01/03 16:19:03.459, NVIDIA GeForce RTX 4090, 94 %, 50 %, 17458 MiB, 292.23 W
2026/01/03 16:19:04.461, NVIDIA GeForce RTX 4090, 68 %, 59 %, 17458 MiB, 295.65 W
2026/01/03 16:19:05.464, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17463 MiB, 299.12 W
2026/01/03 16:19:06.467, NVIDIA GeForce RTX 4090, 95 %, 62 %, 17463 MiB, 296.36 W
2026/01/03 16:19:07.471, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 304.88 W
2026/01/03 16:19:08.472, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17407 MiB, 292.48 W
2026/01/03 16:19:09.474, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17407 MiB, 292.79 W
2026/01/03 16:19:10.478, NVIDIA GeForce RTX 4090, 82 %, 53 %, 17463 MiB, 304.93 W
2026/01/03 16:19:11.481, NVIDIA GeForce RTX 4090, 96 %, 49 %, 17463 MiB, 285.90 W
2026/01/03 16:19:12.485, NVIDIA GeForce RTX 4090, 76 %, 45 %, 17459 MiB, 295.87 W
2026/01/03 16:19:13.488, NVIDIA GeForce RTX 4090, 82 %, 59 %, 17459 MiB, 293.30 W
2026/01/03 16:19:14.492, NVIDIA GeForce RTX 4090, 75 %, 22 %, 17842 MiB, 287.06 W
2026/01/03 16:19:15.493, NVIDIA GeForce RTX 4090, 75 %, 18 %, 17847 MiB, 303.12 W
2026/01/03 16:19:16.496, NVIDIA GeForce RTX 4090, 96 %, 36 %, 17960 MiB, 311.32 W
2026/01/03 16:19:17.499, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17963 MiB, 302.53 W
2026/01/03 16:19:18.501, NVIDIA GeForce RTX 4090, 74 %, 50 %, 17459 MiB, 287.65 W
2026/01/03 16:19:19.509, NVIDIA GeForce RTX 4090, 81 %, 47 %, 17464 MiB, 283.80 W
2026/01/03 16:19:23.445, NVIDIA GeForce RTX 4090, 80 %, 46 %, 17851 MiB, 294.96 W
2026/01/03 16:19:24.447, NVIDIA GeForce RTX 4090, 91 %, 13 %, 17959 MiB, 292.93 W
2026/01/03 16:19:25.449, NVIDIA GeForce RTX 4090, 16 %, 1 %, 17847 MiB, 263.87 W
2026/01/03 16:19:26.451, NVIDIA GeForce RTX 4090, 96 %, 20 %, 17954 MiB, 293.98 W
2026/01/03 16:19:27.453, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17963 MiB, 309.18 W
2026/01/03 16:19:28.456, NVIDIA GeForce RTX 4090, 93 %, 44 %, 17437 MiB, 302.64 W
2026/01/03 16:19:29.458, NVIDIA GeForce RTX 4090, 96 %, 48 %, 17463 MiB, 287.05 W
2026/01/03 16:19:30.461, NVIDIA GeForce RTX 4090, 76 %, 11 %, 17846 MiB, 283.40 W
2026/01/03 16:19:31.464, NVIDIA GeForce RTX 4090, 78 %, 11 %, 17954 MiB, 306.04 W
2026/01/03 16:19:32.467, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17959 MiB, 313.17 W
2026/01/03 16:19:33.469, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 300.93 W
2026/01/03 16:19:34.471, NVIDIA GeForce RTX 4090, 78 %, 37 %, 17463 MiB, 286.13 W
2026/01/03 16:19:35.475, NVIDIA GeForce RTX 4090, 72 %, 41 %, 17846 MiB, 285.85 W
2026/01/03 16:19:36.477, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17851 MiB, 298.18 W
2026/01/03 16:19:37.479, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17959 MiB, 300.78 W
2026/01/03 16:19:38.481, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17963 MiB, 308.28 W
2026/01/03 16:19:39.485, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17407 MiB, 293.52 W
2026/01/03 16:19:40.490, NVIDIA GeForce RTX 4090, 72 %, 35 %, 17457 MiB, 279.22 W
2026/01/03 16:19:41.501, NVIDIA GeForce RTX 4090, 72 %, 36 %, 17851 MiB, 283.52 W
2026/01/03 16:19:42.503, NVIDIA GeForce RTX 4090, 70 %, 36 %, 17851 MiB, 303.15 W
2026/01/03 16:19:43.505, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17963 MiB, 303.11 W
2026/01/03 16:19:44.507, NVIDIA GeForce RTX 4090, 85 %, 11 %, 17957 MiB, 300.51 W
2026/01/03 16:19:45.511, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17957 MiB, 311.98 W
2026/01/03 16:19:46.514, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17464 MiB, 295.75 W
2026/01/03 16:19:47.519, NVIDIA GeForce RTX 4090, 74 %, 44 %, 17463 MiB, 289.67 W
2026/01/03 16:19:48.527, NVIDIA GeForce RTX 4090, 78 %, 45 %, 17845 MiB, 280.27 W
2026/01/03 16:19:49.529, NVIDIA GeForce RTX 4090, 91 %, 13 %, 17957 MiB, 291.92 W
2026/01/03 16:19:50.532, NVIDIA GeForce RTX 4090, 90 %, 12 %, 17957 MiB, 309.63 W
2026/01/03 16:19:51.534, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17413 MiB, 315.60 W
2026/01/03 16:19:52.536, NVIDIA GeForce RTX 4090, 97 %, 44 %, 17463 MiB, 288.50 W
2026/01/03 16:19:53.539, NVIDIA GeForce RTX 4090, 78 %, 23 %, 17869 MiB, 285.87 W
2026/01/03 16:19:54.541, NVIDIA GeForce RTX 4090, 79 %, 35 %, 17841 MiB, 301.47 W
2026/01/03 16:19:58.472, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17958 MiB, 309.27 W
2026/01/03 16:19:59.475, NVIDIA GeForce RTX 4090, 96 %, 31 %, 17963 MiB, 299.82 W
2026/01/03 16:20:00.477, NVIDIA GeForce RTX 4090, 79 %, 43 %, 17463 MiB, 292.42 W
2026/01/03 16:20:01.490, NVIDIA GeForce RTX 4090, 78 %, 39 %, 17843 MiB, 282.44 W
2026/01/03 16:20:02.492, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17957 MiB, 303.48 W
2026/01/03 16:20:03.496, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17963 MiB, 312.42 W
2026/01/03 16:20:04.499, NVIDIA GeForce RTX 4090, 97 %, 43 %, 17981 MiB, 304.41 W
2026/01/03 16:20:05.504, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17963 MiB, 294.80 W
2026/01/03 16:20:06.506, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17958 MiB, 297.23 W
2026/01/03 16:20:07.510, NVIDIA GeForce RTX 4090, 95 %, 42 %, 17432 MiB, 300.45 W
2026/01/03 16:20:08.511, NVIDIA GeForce RTX 4090, 98 %, 39 %, 17467 MiB, 306.13 W
2026/01/03 16:20:09.515, NVIDIA GeForce RTX 4090, 95 %, 61 %, 17463 MiB, 296.08 W
2026/01/03 16:20:10.518, NVIDIA GeForce RTX 4090, 96 %, 48 %, 17457 MiB, 299.67 W
2026/01/03 16:20:11.521, NVIDIA GeForce RTX 4090, 88 %, 72 %, 17457 MiB, 295.38 W
2026/01/03 16:20:12.525, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17956 MiB, 298.40 W
2026/01/03 16:20:13.528, NVIDIA GeForce RTX 4090, 97 %, 16 %, 17959 MiB, 269.23 W
2026/01/03 16:20:14.530, NVIDIA GeForce RTX 4090, 93 %, 72 %, 17463 MiB, 311.15 W
2026/01/03 16:20:15.533, NVIDIA GeForce RTX 4090, 96 %, 53 %, 17956 MiB, 320.23 W
2026/01/03 16:20:16.535, NVIDIA GeForce RTX 4090, 93 %, 14 %, 17956 MiB, 279.86 W
2026/01/03 16:20:17.537, NVIDIA GeForce RTX 4090, 77 %, 12 %, 17838 MiB, 279.24 W
2026/01/03 16:20:18.539, NVIDIA GeForce RTX 4090, 77 %, 62 %, 17695 MiB, 301.86 W
2026/01/03 16:20:19.541, NVIDIA GeForce RTX 4090, 79 %, 76 %, 17462 MiB, 314.58 W
2026/01/03 16:20:20.545, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17952 MiB, 295.69 W
2026/01/03 16:20:21.548, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17976 MiB, 286.43 W
2026/01/03 16:20:22.551, NVIDIA GeForce RTX 4090, 94 %, 25 %, 17958 MiB, 292.13 W
2026/01/03 16:20:23.555, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17981 MiB, 283.65 W
2026/01/03 16:20:24.585, NVIDIA GeForce RTX 4090, 67 %, 53 %, 17797 MiB, 260.11 W
2026/01/03 16:20:25.588, NVIDIA GeForce RTX 4090, 71 %, 42 %, 17458 MiB, 299.91 W
2026/01/03 16:20:26.592, NVIDIA GeForce RTX 4090, 73 %, 49 %, 17459 MiB, 285.11 W
2026/01/03 16:20:27.594, NVIDIA GeForce RTX 4090, 68 %, 20 %, 17458 MiB, 284.08 W
2026/01/03 16:20:28.599, NVIDIA GeForce RTX 4090, 65 %, 37 %, 17745 MiB, 285.06 W
2026/01/03 16:20:29.605, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17851 MiB, 298.54 W
2026/01/03 16:20:33.552, NVIDIA GeForce RTX 4090, 65 %, 13 %, 17851 MiB, 289.03 W
2026/01/03 16:20:34.554, NVIDIA GeForce RTX 4090, 70 %, 34 %, 17863 MiB, 286.11 W
2026/01/03 16:20:35.555, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17957 MiB, 300.06 W
2026/01/03 16:20:36.558, NVIDIA GeForce RTX 4090, 77 %, 7 %, 17963 MiB, 300.53 W
2026/01/03 16:20:37.562, NVIDIA GeForce RTX 4090, 92 %, 26 %, 17961 MiB, 290.00 W
2026/01/03 16:20:38.565, NVIDIA GeForce RTX 4090, 96 %, 19 %, 17961 MiB, 300.50 W
2026/01/03 16:20:39.568, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17409 MiB, 304.08 W
2026/01/03 16:20:40.576, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17408 MiB, 287.02 W
2026/01/03 16:20:41.579, NVIDIA GeForce RTX 4090, 95 %, 42 %, 17414 MiB, 293.33 W
2026/01/03 16:20:42.584, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17960 MiB, 291.62 W
2026/01/03 16:20:43.586, NVIDIA GeForce RTX 4090, 79 %, 14 %, 17847 MiB, 250.77 W
2026/01/03 16:20:44.588, NVIDIA GeForce RTX 4090, 95 %, 49 %, 17959 MiB, 305.05 W
2026/01/03 16:20:45.592, NVIDIA GeForce RTX 4090, 88 %, 23 %, 17955 MiB, 253.65 W
2026/01/03 16:20:46.594, NVIDIA GeForce RTX 4090, 95 %, 24 %, 17954 MiB, 313.18 W
2026/01/03 16:20:47.598, NVIDIA GeForce RTX 4090, 95 %, 37 %, 17962 MiB, 273.14 W
2026/01/03 16:20:48.601, NVIDIA GeForce RTX 4090, 87 %, 25 %, 17963 MiB, 285.86 W
2026/01/03 16:20:49.604, NVIDIA GeForce RTX 4090, 93 %, 35 %, 17960 MiB, 283.38 W
2026/01/03 16:20:50.614, NVIDIA GeForce RTX 4090, 95 %, 28 %, 17957 MiB, 291.43 W
2026/01/03 16:20:51.617, NVIDIA GeForce RTX 4090, 95 %, 47 %, 17957 MiB, 300.91 W
2026/01/03 16:20:52.620, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17981 MiB, 295.32 W
2026/01/03 16:20:53.623, NVIDIA GeForce RTX 4090, 94 %, 47 %, 17961 MiB, 289.54 W
2026/01/03 16:20:54.626, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17963 MiB, 296.51 W
2026/01/03 16:20:55.628, NVIDIA GeForce RTX 4090, 95 %, 31 %, 17957 MiB, 304.49 W
2026/01/03 16:20:56.631, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17417 MiB, 294.32 W
2026/01/03 16:20:57.633, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17463 MiB, 301.82 W
2026/01/03 16:20:58.637, NVIDIA GeForce RTX 4090, 77 %, 45 %, 17463 MiB, 284.60 W
2026/01/03 16:20:59.639, NVIDIA GeForce RTX 4090, 75 %, 49 %, 17846 MiB, 288.53 W
2026/01/03 16:21:00.641, NVIDIA GeForce RTX 4090, 81 %, 12 %, 17846 MiB, 292.64 W
2026/01/03 16:21:01.645, NVIDIA GeForce RTX 4090, 80 %, 46 %, 17851 MiB, 296.22 W
2026/01/03 16:21:02.647, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17959 MiB, 304.77 W
2026/01/03 16:21:03.651, NVIDIA GeForce RTX 4090, 80 %, 13 %, 18015 MiB, 301.94 W
2026/01/03 16:21:04.653, NVIDIA GeForce RTX 4090, 98 %, 64 %, 18037 MiB, 307.15 W
2026/01/03 16:21:08.586, NVIDIA GeForce RTX 4090, 79 %, 9 %, 18035 MiB, 270.67 W
2026/01/03 16:21:09.590, NVIDIA GeForce RTX 4090, 91 %, 89 %, 17407 MiB, 305.24 W
2026/01/03 16:21:10.593, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17423 MiB, 289.09 W
2026/01/03 16:21:11.595, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17981 MiB, 292.63 W
2026/01/03 16:21:12.598, NVIDIA GeForce RTX 4090, 95 %, 42 %, 18097 MiB, 292.02 W
2026/01/03 16:21:13.600, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18097 MiB, 279.71 W
2026/01/03 16:21:14.603, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18073 MiB, 293.35 W
2026/01/03 16:21:15.605, NVIDIA GeForce RTX 4090, 76 %, 21 %, 18115 MiB, 258.17 W
2026/01/03 16:21:16.607, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18115 MiB, 305.90 W
2026/01/03 16:21:17.609, NVIDIA GeForce RTX 4090, 77 %, 73 %, 17839 MiB, 257.52 W
2026/01/03 16:21:18.611, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18081 MiB, 330.11 W
2026/01/03 16:21:19.613, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18073 MiB, 276.77 W
2026/01/03 16:21:20.614, NVIDIA GeForce RTX 4090, 83 %, 80 %, 17439 MiB, 273.78 W
2026/01/03 16:21:21.618, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18053 MiB, 294.14 W
2026/01/03 16:21:22.621, NVIDIA GeForce RTX 4090, 85 %, 77 %, 17995 MiB, 279.05 W
2026/01/03 16:21:23.623, NVIDIA GeForce RTX 4090, 93 %, 31 %, 17993 MiB, 280.76 W
2026/01/03 16:21:24.625, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17948 MiB, 273.61 W
2026/01/03 16:21:25.629, NVIDIA GeForce RTX 4090, 91 %, 74 %, 18019 MiB, 288.98 W
2026/01/03 16:21:26.630, NVIDIA GeForce RTX 4090, 89 %, 53 %, 18073 MiB, 274.57 W
2026/01/03 16:21:27.632, NVIDIA GeForce RTX 4090, 70 %, 55 %, 17863 MiB, 234.89 W
2026/01/03 16:21:28.634, NVIDIA GeForce RTX 4090, 95 %, 41 %, 18073 MiB, 297.31 W
2026/01/03 16:21:29.636, NVIDIA GeForce RTX 4090, 73 %, 71 %, 18073 MiB, 280.39 W
2026/01/03 16:21:30.638, NVIDIA GeForce RTX 4090, 79 %, 76 %, 18066 MiB, 277.64 W
2026/01/03 16:21:31.644, NVIDIA GeForce RTX 4090, 80 %, 77 %, 18066 MiB, 256.35 W
2026/01/03 16:21:32.646, NVIDIA GeForce RTX 4090, 90 %, 54 %, 17991 MiB, 269.77 W
2026/01/03 16:21:33.649, NVIDIA GeForce RTX 4090, 96 %, 41 %, 18041 MiB, 273.41 W
2026/01/03 16:21:34.652, NVIDIA GeForce RTX 4090, 73 %, 5 %, 18063 MiB, 252.45 W
2026/01/03 16:21:35.655, NVIDIA GeForce RTX 4090, 81 %, 78 %, 18063 MiB, 293.09 W
2026/01/03 16:21:36.657, NVIDIA GeForce RTX 4090, 62 %, 8 %, 18085 MiB, 238.66 W
2026/01/03 16:21:37.659, NVIDIA GeForce RTX 4090, 72 %, 70 %, 18098 MiB, 291.25 W
2026/01/03 16:21:38.661, NVIDIA GeForce RTX 4090, 66 %, 46 %, 17851 MiB, 232.18 W
2026/01/03 16:21:39.663, NVIDIA GeForce RTX 4090, 71 %, 54 %, 17475 MiB, 286.62 W
2026/01/03 16:21:43.599, NVIDIA GeForce RTX 4090, 87 %, 84 %, 18097 MiB, 298.68 W
2026/01/03 16:21:44.601, NVIDIA GeForce RTX 4090, 86 %, 84 %, 18097 MiB, 262.54 W
2026/01/03 16:21:45.603, NVIDIA GeForce RTX 4090, 87 %, 84 %, 18091 MiB, 279.93 W
2026/01/03 16:21:46.605, NVIDIA GeForce RTX 4090, 75 %, 6 %, 17857 MiB, 244.89 W
2026/01/03 16:21:47.607, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17439 MiB, 293.47 W
2026/01/03 16:21:48.610, NVIDIA GeForce RTX 4090, 94 %, 46 %, 17995 MiB, 309.13 W
2026/01/03 16:21:49.613, NVIDIA GeForce RTX 4090, 93 %, 22 %, 17993 MiB, 262.94 W
2026/01/03 16:21:50.615, NVIDIA GeForce RTX 4090, 97 %, 58 %, 18055 MiB, 267.54 W
2026/01/03 16:21:51.624, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18055 MiB, 281.25 W
2026/01/03 16:21:52.627, NVIDIA GeForce RTX 4090, 78 %, 20 %, 17459 MiB, 264.20 W
2026/01/03 16:21:53.646, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18047 MiB, 309.43 W
2026/01/03 16:21:54.650, NVIDIA GeForce RTX 4090, 96 %, 56 %, 17873 MiB, 296.36 W
2026/01/03 16:21:55.656, NVIDIA GeForce RTX 4090, 96 %, 44 %, 17463 MiB, 287.70 W
2026/01/03 16:21:56.660, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17847 MiB, 281.17 W
2026/01/03 16:21:57.662, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17953 MiB, 287.33 W
2026/01/03 16:21:58.664, NVIDIA GeForce RTX 4090, 78 %, 17 %, 17975 MiB, 294.19 W
2026/01/03 16:21:59.666, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17959 MiB, 310.07 W
2026/01/03 16:22:00.669, NVIDIA GeForce RTX 4090, 95 %, 37 %, 17437 MiB, 311.42 W
2026/01/03 16:22:01.671, NVIDIA GeForce RTX 4090, 83 %, 53 %, 17463 MiB, 297.34 W
2026/01/03 16:22:02.675, NVIDIA GeForce RTX 4090, 96 %, 56 %, 17459 MiB, 285.33 W
2026/01/03 16:22:03.680, NVIDIA GeForce RTX 4090, 78 %, 16 %, 17847 MiB, 283.79 W
2026/01/03 16:22:04.682, NVIDIA GeForce RTX 4090, 80 %, 13 %, 17981 MiB, 307.06 W
2026/01/03 16:22:05.683, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17963 MiB, 305.23 W
2026/01/03 16:22:06.686, NVIDIA GeForce RTX 4090, 87 %, 33 %, 17413 MiB, 298.39 W
2026/01/03 16:22:07.688, NVIDIA GeForce RTX 4090, 94 %, 63 %, 17407 MiB, 297.19 W
2026/01/03 16:22:08.690, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17413 MiB, 311.14 W
2026/01/03 16:22:09.692, NVIDIA GeForce RTX 4090, 96 %, 57 %, 17959 MiB, 294.05 W
2026/01/03 16:22:10.695, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17961 MiB, 296.40 W
2026/01/03 16:22:11.697, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17957 MiB, 287.33 W
2026/01/03 16:22:12.707, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17957 MiB, 299.49 W
2026/01/03 16:22:13.709, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17961 MiB, 301.10 W
2026/01/03 16:22:14.735, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17959 MiB, 276.56 W
2026/01/03 16:22:18.671, NVIDIA GeForce RTX 4090, 97 %, 21 %, 17866 MiB, 291.87 W
2026/01/03 16:22:19.673, NVIDIA GeForce RTX 4090, 80 %, 19 %, 17841 MiB, 299.55 W
2026/01/03 16:22:20.675, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17845 MiB, 298.09 W
2026/01/03 16:22:21.679, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17965 MiB, 300.14 W
2026/01/03 16:22:22.680, NVIDIA GeForce RTX 4090, 67 %, 26 %, 17961 MiB, 293.69 W
2026/01/03 16:22:23.683, NVIDIA GeForce RTX 4090, 87 %, 13 %, 17959 MiB, 294.34 W
2026/01/03 16:22:24.685, NVIDIA GeForce RTX 4090, 78 %, 75 %, 17463 MiB, 305.43 W
2026/01/03 16:22:25.689, NVIDIA GeForce RTX 4090, 96 %, 36 %, 17977 MiB, 280.36 W
2026/01/03 16:22:26.691, NVIDIA GeForce RTX 4090, 82 %, 79 %, 17846 MiB, 279.90 W
2026/01/03 16:22:27.693, NVIDIA GeForce RTX 4090, 93 %, 58 %, 17981 MiB, 319.17 W
2026/01/03 16:22:28.696, NVIDIA GeForce RTX 4090, 80 %, 9 %, 17961 MiB, 270.58 W
2026/01/03 16:22:29.698, NVIDIA GeForce RTX 4090, 73 %, 70 %, 17463 MiB, 298.61 W
2026/01/03 16:22:30.702, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17955 MiB, 288.20 W
